date,hour,cnt
2017-08-02,11,482
2017-08-02,12,594
2017-08-02,13,560
2017-08-02,14,596
2017-08-02,15,630
2017-08-02,16,979
2017-08-02,17,1729
2017-08-02,18,1434
2017-08-02,19,1040
2017-08-02,20,767
2017-08-02,21,552
2017-08-02,22,385
2017-08-02,23,198
2017-08-03,0,114
2017-08-03,1,45
2017-08-03,2,26
2017-08-03,3,5
2017-08-03,4,12
2017-08-03,5,125
2017-08-03,6,408
2017-08-03,7,956
2017-08-03,8,1295
2017-08-03,9,616
2017-08-03,10,409
2017-08-03,11,497
2017-08-03,12,644
2017-08-03,13,572
2017-08-03,14,553
2017-08-03,15,736
2017-08-03,16,981
2017-08-03,17,1679
2017-08-03,18,884
2017-08-03,19,639
2017-08-03,20,584
2017-08-03,21,457
2017-08-03,22,340
2017-08-03,23,219
2017-08-04,0,112
2017-08-04,1,44
2017-08-04,2,44
2017-08-04,3,13
2017-08-04,4,23
2017-08-04,5,107
2017-08-04,6,328
2017-08-04,7,772
2017-08-04,8,1228
2017-08-04,9,680
2017-08-04,10,542
2017-08-04,11,669
2017-08-04,12,747
2017-08-04,13,693
2017-08-04,14,710
2017-08-04,15,862
2017-08-04,16,1183
2017-08-04,17,1455
2017-08-04,18,1208
2017-08-04,19,929
2017-08-04,20,716
2017-08-04,21,502
2017-08-04,22,402
2017-08-04,23,319
2017-08-05,0,206
2017-08-05,1,97
2017-08-05,2,92
2017-08-05,3,39
2017-08-05,4,11
2017-08-05,5,29
2017-08-05,6,77
2017-08-05,7,192
2017-08-05,8,361
2017-08-05,9,629
2017-08-05,10,973
2017-08-05,11,1142
2017-08-05,12,1297
2017-08-05,13,1339
2017-08-05,14,1461
2017-08-05,15,1420
2017-08-05,16,1330
2017-08-05,17,1287
2017-08-05,18,1096
2017-08-05,19,984
2017-08-05,20,841
2017-08-05,21,618
2017-08-05,22,454
2017-08-05,23,371
2017-08-06,0,219
2017-08-06,1,150
2017-08-06,2,102
2017-08-06,3,52
2017-08-06,4,22
2017-08-06,5,16
2017-08-06,6,52
2017-08-06,7,135
2017-08-06,8,271
2017-08-06,9,574
2017-08-06,10,839
2017-08-06,11,1124
2017-08-06,12,1215
2017-08-06,13,1182
2017-08-06,14,1239
2017-08-06,15,1340
2017-08-06,16,1241
2017-08-06,17,1097
2017-08-06,18,999
2017-08-06,19,828
2017-08-06,20,606
2017-08-06,21,388
2017-08-06,22,312
2017-08-06,23,156
2017-08-07,0,94
2017-08-07,1,31
2017-08-07,2,6
2017-08-07,3,9
2017-08-07,4,15
2017-08-07,5,59
2017-08-07,6,176
2017-08-07,7,248
2017-08-07,8,523
2017-08-07,9,365
2017-08-07,10,93
2017-08-07,11,68
2017-08-07,12,46
2017-08-07,13,42
2017-08-07,14,51
2017-08-07,15,168
2017-08-07,16,571
2017-08-07,17,1074
2017-08-07,18,710
2017-08-07,19,491
2017-08-07,20,394
2017-08-07,21,324
2017-08-07,22,237
2017-08-07,23,100
2017-08-08,0,50
2017-08-08,1,12
2017-08-08,2,10
2017-08-08,3,2
2017-08-08,4,16
2017-08-08,5,101
2017-08-08,6,347
2017-08-08,7,877
2017-08-08,8,1315
2017-08-08,9,599
2017-08-08,10,495
2017-08-08,11,533
2017-08-08,12,634
2017-08-08,13,667
2017-08-08,14,607
2017-08-08,15,790
2017-08-08,16,1136
2017-08-08,17,1912
2017-08-08,18,1629
2017-08-08,19,1030
2017-08-08,20,791
2017-08-08,21,566
2017-08-08,22,435
2017-08-08,23,188
2017-08-09,0,108
2017-08-09,1,25
2017-08-09,2,10
2017-08-09,3,7
2017-08-09,4,15
2017-08-09,5,116
2017-08-09,6,390
2017-08-09,7,973
2017-08-09,8,1345
2017-08-09,9,683
2017-08-09,10,501
2017-08-09,11,556
2017-08-09,12,668
2017-08-09,13,671
2017-08-09,14,645
2017-08-09,15,729
2017-08-09,16,1149
2017-08-09,17,1880
2017-08-09,18,1483
2017-08-09,19,1071
2017-08-09,20,785
2017-08-09,21,554
2017-08-09,22,392
2017-08-09,23,206
2017-08-10,0,97
2017-08-10,1,24
2017-08-10,2,19
2017-08-10,3,12
2017-08-10,4,15
2017-08-10,5,105
2017-08-10,6,352
2017-08-10,7,924
2017-08-10,8,1411
2017-08-10,9,674
2017-08-10,10,497
2017-08-10,11,540
2017-08-10,12,674
2017-08-10,13,702
2017-08-10,14,614
2017-08-10,15,736
2017-08-10,16,1104
2017-08-10,17,1809
2017-08-10,18,1589
2017-08-10,19,1055
2017-08-10,20,697
2017-08-10,21,524
2017-08-10,22,409
2017-08-10,23,196
2017-08-11,0,114
2017-08-11,1,67
2017-08-11,2,23
2017-08-11,3,10
2017-08-11,4,10
2017-08-11,5,95
2017-08-11,6,312
2017-08-11,7,769
2017-08-11,8,1280
2017-08-11,9,738
2017-08-11,10,495
2017-08-11,11,657
2017-08-11,12,754
2017-08-11,13,795
2017-08-11,14,752
2017-08-11,15,878
2017-08-11,16,1243
2017-08-11,17,1521
2017-08-11,18,1083
2017-08-11,19,387
2017-08-11,20,117
2017-08-11,21,146
2017-08-11,22,45
2017-08-11,23,98
2017-08-12,0,87
2017-08-12,1,78
2017-08-12,2,48
2017-08-12,3,20
2017-08-12,4,10
2017-08-12,5,27
2017-08-12,6,75
2017-08-12,7,178
2017-08-12,8,360
2017-08-12,9,544
2017-08-12,10,702
2017-08-12,11,946
2017-08-12,12,951
2017-08-12,13,1040
2017-08-12,14,1119
2017-08-12,15,1145
2017-08-12,16,1088
2017-08-12,17,1084
2017-08-12,18,864
2017-08-12,19,666
2017-08-12,20,103
2017-08-12,21,209
2017-08-12,22,188
2017-08-12,23,160
2017-08-13,0,138
2017-08-13,1,98
2017-08-13,2,70
2017-08-13,3,34
2017-08-13,4,17
2017-08-13,5,26
2017-08-13,6,64
2017-08-13,7,146
2017-08-13,8,285
2017-08-13,9,623
2017-08-13,10,865
2017-08-13,11,1036
2017-08-13,12,1275
2017-08-13,13,1240
2017-08-13,14,1243
2017-08-13,15,1154
2017-08-13,16,1190
2017-08-13,17,1111
2017-08-13,18,952
2017-08-13,19,909
2017-08-13,20,705
2017-08-13,21,437
2017-08-13,22,390
2017-08-13,23,138
2017-08-14,0,64
2017-08-14,1,32
2017-08-14,2,14
2017-08-14,3,6
2017-08-14,4,10
2017-08-14,5,79
2017-08-14,6,334
2017-08-14,7,778
2017-08-14,8,1102
2017-08-14,9,644
2017-08-14,10,456
2017-08-14,11,573
2017-08-14,12,726
2017-08-14,13,598
2017-08-14,14,591
2017-08-14,15,727
2017-08-14,16,1060
2017-08-14,17,1593
2017-08-14,18,1300
2017-08-14,19,921
2017-08-14,20,614
2017-08-14,21,495
2017-08-14,22,304
2017-08-14,23,159
2017-08-15,0,76
2017-08-15,1,34
2017-08-15,2,21
2017-08-15,3,9
2017-08-15,4,21
2017-08-15,5,106
2017-08-15,6,376
2017-08-15,7,725
2017-08-15,8,567
2017-08-15,9,177
2017-08-15,10,82
2017-08-15,11,93
2017-08-15,12,145
2017-08-15,13,318
2017-08-15,14,401
2017-08-15,15,551
2017-08-15,16,947
2017-08-15,17,1467
2017-08-15,18,1256
2017-08-15,19,905
2017-08-15,20,668
2017-08-15,21,499
2017-08-15,22,351
2017-08-15,23,158
2017-08-16,0,61
2017-08-16,1,28
2017-08-16,2,20
2017-08-16,3,8
2017-08-16,4,13
2017-08-16,5,114
2017-08-16,6,393
2017-08-16,7,893
2017-08-16,8,1319
2017-08-16,9,627
2017-08-16,10,465
2017-08-16,11,527
2017-08-16,12,713
2017-08-16,13,629
2017-08-16,14,493
2017-08-16,15,625
2017-08-16,16,982
2017-08-16,17,1575
2017-08-16,18,1438
2017-08-16,19,992
2017-08-16,20,660
2017-08-16,21,481
2017-08-16,22,322
2017-08-16,23,199
2017-08-17,0,53
2017-08-17,1,30
2017-08-17,2,13
2017-08-17,3,2
2017-08-17,4,18
2017-08-17,5,116
2017-08-17,6,369
2017-08-17,7,908
2017-08-17,8,1253
2017-08-17,9,602
2017-08-17,10,400
2017-08-17,11,519
2017-08-17,12,650
2017-08-17,13,554
2017-08-17,14,520
2017-08-17,15,603
2017-08-17,16,935
2017-08-17,17,1599
2017-08-17,18,1396
2017-08-17,19,1004
2017-08-17,20,732
2017-08-17,21,456
2017-08-17,22,346
2017-08-17,23,223
2017-08-18,0,86
2017-08-18,1,56
2017-08-18,2,39
2017-08-18,3,8
2017-08-18,4,20
2017-08-18,5,89
2017-08-18,6,308
2017-08-18,7,748
2017-08-18,8,1104
2017-08-18,9,679
2017-08-18,10,493
2017-08-18,11,579
2017-08-18,12,693
2017-08-18,13,713
2017-08-18,14,663
2017-08-18,15,729
2017-08-18,16,1021
2017-08-18,17,1234
2017-08-18,18,302
2017-08-18,19,527
2017-08-18,20,432
2017-08-18,21,358
2017-08-18,22,291
2017-08-18,23,231
2017-08-19,0,136
2017-08-19,1,91
2017-08-19,2,81
2017-08-19,3,40
2017-08-19,4,17
2017-08-19,5,29
2017-08-19,6,87
2017-08-19,7,205
2017-08-19,8,380
2017-08-19,9,706
2017-08-19,10,937
2017-08-19,11,1038
2017-08-19,12,1039
2017-08-19,13,1093
2017-08-19,14,1106
2017-08-19,15,984
2017-08-19,16,1012
2017-08-19,17,957
2017-08-19,18,910
2017-08-19,19,817
2017-08-19,20,662
2017-08-19,21,475
2017-08-19,22,324
2017-08-19,23,316
2017-08-20,0,195
2017-08-20,1,181
2017-08-20,2,89
2017-08-20,3,49
2017-08-20,4,13
2017-08-20,5,21
2017-08-20,6,67
2017-08-20,7,149
2017-08-20,8,328
2017-08-20,9,523
2017-08-20,10,835
2017-08-20,11,1034
2017-08-20,12,1056
2017-08-20,13,1088
2017-08-20,14,1086
2017-08-20,15,1018
2017-08-20,16,992
2017-08-20,17,911
2017-08-20,18,908
2017-08-20,19,743
2017-08-20,20,566
2017-08-20,21,356
2017-08-20,22,305
2017-08-20,23,130
2017-08-21,0,57
2017-08-21,1,21
2017-08-21,2,19
2017-08-21,3,4
2017-08-21,4,12
2017-08-21,5,82
2017-08-21,6,302
2017-08-21,7,769
2017-08-21,8,1049
2017-08-21,9,570
2017-08-21,10,420
2017-08-21,11,486
2017-08-21,12,620
2017-08-21,13,631
2017-08-21,14,590
2017-08-21,15,520
2017-08-21,16,818
2017-08-21,17,1462
2017-08-21,18,1396
2017-08-21,19,1000
2017-08-21,20,677
2017-08-21,21,397
2017-08-21,22,258
2017-08-21,23,111
2017-08-22,0,49
2017-08-22,1,50
2017-08-22,2,15
2017-08-22,3,7
2017-08-22,4,18
2017-08-22,5,105
2017-08-22,6,380
2017-08-22,7,945
2017-08-22,8,1251
2017-08-22,9,573
2017-08-22,10,384
2017-08-22,11,448
2017-08-22,12,519
2017-08-22,13,464
2017-08-22,14,479
2017-08-22,15,531
2017-08-22,16,837
2017-08-22,17,1576
2017-08-22,18,1345
2017-08-22,19,986
2017-08-22,20,732
2017-08-22,21,467
2017-08-22,22,322
2017-08-22,23,120
2017-08-23,0,82
2017-08-23,1,39
2017-08-23,2,23
2017-08-23,3,12
2017-08-23,4,18
2017-08-23,5,118
2017-08-23,6,414
2017-08-23,7,999
2017-08-23,8,1269
2017-08-23,9,596
2017-08-23,10,412
2017-08-23,11,503
2017-08-23,12,601
2017-08-23,13,578
2017-08-23,14,557
2017-08-23,15,714
2017-08-23,16,1045
2017-08-23,17,1764
2017-08-23,18,1507
2017-08-23,19,1088
2017-08-23,20,709
2017-08-23,21,510
2017-08-23,22,327
2017-08-23,23,176
2017-08-24,0,72
2017-08-24,1,31
2017-08-24,2,16
2017-08-24,3,12
2017-08-24,4,20
2017-08-24,5,90
2017-08-24,6,359
2017-08-24,7,904
2017-08-24,8,1289
2017-08-24,9,626
2017-08-24,10,429
2017-08-24,11,548
2017-08-24,12,706
2017-08-24,13,656
2017-08-24,14,666
2017-08-24,15,695
2017-08-24,16,1018
2017-08-24,17,1733
2017-08-24,18,1460
2017-08-24,19,1031
2017-08-24,20,755
2017-08-24,21,497
2017-08-24,22,331
2017-08-24,23,190
2017-08-25,0,93
2017-08-25,1,41
2017-08-25,2,31
2017-08-25,3,3
2017-08-25,4,14
2017-08-25,5,82
2017-08-25,6,334
2017-08-25,7,824
2017-08-25,8,1282
2017-08-25,9,646
2017-08-25,10,542
2017-08-25,11,635
2017-08-25,12,766
2017-08-25,13,824
2017-08-25,14,774
2017-08-25,15,873
2017-08-25,16,1297
2017-08-25,17,1727
2017-08-25,18,1305
2017-08-25,19,901
2017-08-25,20,679
2017-08-25,21,485
2017-08-25,22,464
2017-08-25,23,260
2017-08-26,0,206
2017-08-26,1,131
2017-08-26,2,101
2017-08-26,3,32
2017-08-26,4,13
2017-08-26,5,27
2017-08-26,6,73
2017-08-26,7,168
2017-08-26,8,389
2017-08-26,9,669
2017-08-26,10,957
2017-08-26,11,1138
2017-08-26,12,1225
2017-08-26,13,1122
2017-08-26,14,1200
2017-08-26,15,1373
2017-08-26,16,1131
2017-08-26,17,1147
2017-08-26,18,1049
2017-08-26,19,906
2017-08-26,20,624
2017-08-26,21,432
2017-08-26,22,319
2017-08-26,23,247
2017-08-27,0,144
2017-08-27,1,275
2017-08-27,2,115
2017-08-27,3,40
2017-08-27,4,28
2017-08-27,5,25
2017-08-27,6,37
2017-08-27,7,141
2017-08-27,8,327
2017-08-27,9,534
2017-08-27,10,838
2017-08-27,11,1064
2017-08-27,12,1142
2017-08-27,13,1172
2017-08-27,14,1181
2017-08-27,15,1162
2017-08-27,16,1036
2017-08-27,17,1113
2017-08-27,18,891
2017-08-27,19,831
2017-08-27,20,571
2017-08-27,21,273
2017-08-27,22,264
2017-08-27,23,152
2017-08-28,0,65
2017-08-28,1,24
2017-08-28,2,12
2017-08-28,3,10
2017-08-28,4,12
2017-08-28,5,92
2017-08-28,6,360
2017-08-28,7,859
2017-08-28,8,1081
2017-08-28,9,581
2017-08-28,10,458
2017-08-28,11,513
2017-08-28,12,618
2017-08-28,13,633
2017-08-28,14,634
2017-08-28,15,648
2017-08-28,16,1108
2017-08-28,17,1829
2017-08-28,18,1508
2017-08-28,19,912
2017-08-28,20,530
2017-08-28,21,333
2017-08-28,22,222
2017-08-28,23,88
2017-08-29,0,62
2017-08-29,1,32
2017-08-29,2,14
2017-08-29,3,3
2017-08-29,4,12
2017-08-29,5,30
2017-08-29,6,122
2017-08-29,7,292
2017-08-29,8,495
2017-08-29,9,281
2017-08-29,10,115
2017-08-29,11,102
2017-08-29,12,103
2017-08-29,13,77
2017-08-29,14,63
2017-08-29,15,93
2017-08-29,16,190
2017-08-29,17,475
2017-08-29,18,667
2017-08-29,19,452
2017-08-29,20,363
2017-08-29,21,251
2017-08-29,22,199
2017-08-29,23,126
2017-08-30,0,74
2017-08-30,1,31
2017-08-30,2,17
2017-08-30,3,15
2017-08-30,4,22
2017-08-30,5,95
2017-08-30,6,390
2017-08-30,7,1033
2017-08-30,8,1451
2017-08-30,9,717
2017-08-30,10,447
2017-08-30,11,551
2017-08-30,12,643
2017-08-30,13,645
2017-08-30,14,615
2017-08-30,15,768
2017-08-30,16,1055
2017-08-30,17,1787
2017-08-30,18,1576
2017-08-30,19,1111
2017-08-30,20,718
2017-08-30,21,482
2017-08-30,22,320
2017-08-30,23,151
2017-08-31,0,87
2017-08-31,1,29
2017-08-31,2,13
2017-08-31,3,9
2017-08-31,4,18
2017-08-31,5,110
2017-08-31,6,370
2017-08-31,7,979
2017-08-31,8,1400
2017-08-31,9,641
2017-08-31,10,420
2017-08-31,11,507
2017-08-31,12,578
2017-08-31,13,616
2017-08-31,14,623
2017-08-31,15,693
2017-08-31,16,1027
2017-08-31,17,1737
2017-08-31,18,1544
2017-08-31,19,979
2017-08-31,20,644
2017-08-31,21,395
2017-08-31,22,320
2017-08-31,23,172
2017-09-01,0,94
2017-09-01,1,46
2017-09-01,2,29
2017-09-01,3,13
2017-09-01,4,12
2017-09-01,5,100
2017-09-01,6,283
2017-09-01,7,755
2017-09-01,8,1199
2017-09-01,9,693
2017-09-01,10,451
2017-09-01,11,591
2017-09-01,12,800
2017-09-01,13,740
2017-09-01,14,857
2017-09-01,15,1107
2017-09-01,16,1247
2017-09-01,17,1304
2017-09-01,18,1023
2017-09-01,19,692
2017-09-01,20,425
2017-09-01,21,313
2017-09-01,22,234
2017-09-01,23,168
2017-09-02,0,137
2017-09-02,1,91
2017-09-02,2,66
2017-09-02,3,33
2017-09-02,4,4
2017-09-02,5,12
2017-09-02,6,14
2017-09-02,7,56
2017-09-02,8,108
2017-09-02,9,92
2017-09-02,10,110
2017-09-02,11,124
2017-09-02,12,248
2017-09-02,13,272
2017-09-02,14,184
2017-09-02,15,218
2017-09-02,16,346
2017-09-02,17,396
2017-09-02,18,412
2017-09-02,19,381
2017-09-02,20,261
2017-09-02,21,246
2017-09-02,22,184
2017-09-02,23,180
2017-09-03,0,108
2017-09-03,1,79
2017-09-03,2,52
2017-09-03,3,22
2017-09-03,4,7
2017-09-03,5,17
2017-09-03,6,40
2017-09-03,7,92
2017-09-03,8,266
2017-09-03,9,539
2017-09-03,10,846
2017-09-03,11,1098
2017-09-03,12,1255
2017-09-03,13,1354
2017-09-03,14,1452
2017-09-03,15,1360
2017-09-03,16,1307
2017-09-03,17,1254
2017-09-03,18,1180
2017-09-03,19,1002
2017-09-03,20,679
2017-09-03,21,597
2017-09-03,22,447
2017-09-03,23,319
2017-09-04,0,197
2017-09-04,1,99
2017-09-04,2,70
2017-09-04,3,33
2017-09-04,4,15
2017-09-04,5,24
2017-09-04,6,39
2017-09-04,7,99
2017-09-04,8,263
2017-09-04,9,611
2017-09-04,10,873
2017-09-04,11,1136
2017-09-04,12,1215
2017-09-04,13,1292
2017-09-04,14,1263
2017-09-04,15,1167
2017-09-04,16,1165
2017-09-04,17,1105
2017-09-04,18,1027
2017-09-04,19,733
2017-09-04,20,523
2017-09-04,21,317
2017-09-04,22,212
2017-09-04,23,101
2017-09-05,0,55
2017-09-05,1,14
2017-09-05,2,10
2017-09-05,3,7
2017-09-05,4,14
2017-09-05,5,96
2017-09-05,6,342
2017-09-05,7,979
2017-09-05,8,1203
2017-09-05,9,569
2017-09-05,10,430
2017-09-05,11,458
2017-09-05,12,608
2017-09-05,13,546
2017-09-05,14,512
2017-09-05,15,578
2017-09-05,16,1041
2017-09-05,17,1719
2017-09-05,18,1013
2017-09-05,19,240
2017-09-05,20,317
2017-09-05,21,331
2017-09-05,22,179
2017-09-05,23,98
2017-09-06,0,57
2017-09-06,1,13
2017-09-06,2,5
2017-09-06,3,7
2017-09-06,4,14
2017-09-06,5,96
2017-09-06,6,384
2017-09-06,7,960
2017-09-06,8,1302
2017-09-06,9,538
2017-09-06,10,256
2017-09-06,11,129
2017-09-06,12,98
2017-09-06,13,93
2017-09-06,14,103
2017-09-06,15,82
2017-09-06,16,217
2017-09-06,17,475
2017-09-06,18,416
2017-09-06,19,290
2017-09-06,20,150
2017-09-06,21,120
2017-09-06,22,121
2017-09-06,23,70
2017-09-07,0,36
2017-09-07,1,31
2017-09-07,2,12
2017-09-07,3,5
2017-09-07,4,18
2017-09-07,5,120
2017-09-07,6,406
2017-09-07,7,1083
2017-09-07,8,1298
2017-09-07,9,630
2017-09-07,10,398
2017-09-07,11,509
2017-09-07,12,644
2017-09-07,13,599
2017-09-07,14,531
2017-09-07,15,666
2017-09-07,16,1020
2017-09-07,17,1793
2017-09-07,18,1558
2017-09-07,19,1023
2017-09-07,20,631
2017-09-07,21,452
2017-09-07,22,390
2017-09-07,23,197
2017-09-08,0,113
2017-09-08,1,44
2017-09-08,2,31
2017-09-08,3,4
2017-09-08,4,9
2017-09-08,5,93
2017-09-08,6,372
2017-09-08,7,918
2017-09-08,8,1495
2017-09-08,9,652
2017-09-08,10,503
2017-09-08,11,608
2017-09-08,12,692
2017-09-08,13,766
2017-09-08,14,743
2017-09-08,15,877
2017-09-08,16,1164
2017-09-08,17,1690
2017-09-08,18,1380
2017-09-08,19,881
2017-09-08,20,557
2017-09-08,21,483
2017-09-08,22,360
2017-09-08,23,256
2017-09-09,0,179
2017-09-09,1,118
2017-09-09,2,118
2017-09-09,3,31
2017-09-09,4,11
2017-09-09,5,33
2017-09-09,6,58
2017-09-09,7,150
2017-09-09,8,355
2017-09-09,9,647
2017-09-09,10,948
2017-09-09,11,1047
2017-09-09,12,1198
2017-09-09,13,1218
2017-09-09,14,1308
2017-09-09,15,1325
2017-09-09,16,1243
2017-09-09,17,1265
2017-09-09,18,1115
2017-09-09,19,907
2017-09-09,20,535
2017-09-09,21,417
2017-09-09,22,286
2017-09-09,23,250
2017-09-10,0,187
2017-09-10,1,129
2017-09-10,2,91
2017-09-10,3,43
2017-09-10,4,12
2017-09-10,5,39
2017-09-10,6,66
2017-09-10,7,128
2017-09-10,8,318
2017-09-10,9,560
2017-09-10,10,846
2017-09-10,11,1020
2017-09-10,12,1193
2017-09-10,13,1103
2017-09-10,14,1051
2017-09-10,15,1173
2017-09-10,16,1179
2017-09-10,17,1061
2017-09-10,18,878
2017-09-10,19,773
2017-09-10,20,490
2017-09-10,21,329
2017-09-10,22,218
2017-09-10,23,122
2017-09-11,0,68
2017-09-11,1,24
2017-09-11,2,9
2017-09-11,3,5
2017-09-11,4,9
2017-09-11,5,95
2017-09-11,6,383
2017-09-11,7,906
2017-09-11,8,1267
2017-09-11,9,525
2017-09-11,10,358
2017-09-11,11,473
2017-09-11,12,569
2017-09-11,13,590
2017-09-11,14,607
2017-09-11,15,723
2017-09-11,16,1069
2017-09-11,17,1849
2017-09-11,18,1533
2017-09-11,19,964
2017-09-11,20,595
2017-09-11,21,394
2017-09-11,22,251
2017-09-11,23,135
2017-09-12,0,63
2017-09-12,1,30
2017-09-12,2,22
2017-09-12,3,4
2017-09-12,4,23
2017-09-12,5,119
2017-09-12,6,421
2017-09-12,7,1094
2017-09-12,8,1593
2017-09-12,9,605
2017-09-12,10,423
2017-09-12,11,456
2017-09-12,12,621
2017-09-12,13,556
2017-09-12,14,546
2017-09-12,15,674
2017-09-12,16,1027
2017-09-12,17,1943
2017-09-12,18,1691
2017-09-12,19,1058
2017-09-12,20,613
2017-09-12,21,466
2017-09-12,22,312
2017-09-12,23,137
2017-09-13,0,63
2017-09-13,1,23
2017-09-13,2,12
2017-09-13,3,5
2017-09-13,4,10
2017-09-13,5,108
2017-09-13,6,233
2017-09-13,7,529
2017-09-13,8,844
2017-09-13,9,550
2017-09-13,10,351
2017-09-13,11,415
2017-09-13,12,576
2017-09-13,13,548
2017-09-13,14,465
2017-09-13,15,575
2017-09-13,16,996
2017-09-13,17,1781
2017-09-13,18,1392
2017-09-13,19,935
2017-09-13,20,637
2017-09-13,21,440
2017-09-13,22,294
2017-09-13,23,138
2017-09-14,0,58
2017-09-14,1,22
2017-09-14,2,19
2017-09-14,3,6
2017-09-14,4,15
2017-09-14,5,93
2017-09-14,6,368
2017-09-14,7,951
2017-09-14,8,1470
2017-09-14,9,653
2017-09-14,10,404
2017-09-14,11,442
2017-09-14,12,560
2017-09-14,13,603
2017-09-14,14,596
2017-09-14,15,679
2017-09-14,16,1047
2017-09-14,17,1731
2017-09-14,18,1342
2017-09-14,19,812
2017-09-14,20,591
2017-09-14,21,424
2017-09-14,22,213
2017-09-14,23,120
2017-09-15,0,73
2017-09-15,1,32
2017-09-15,2,25
2017-09-15,3,7
2017-09-15,4,18
2017-09-15,5,97
2017-09-15,6,330
2017-09-15,7,872
2017-09-15,8,1412
2017-09-15,9,639
2017-09-15,10,427
2017-09-15,11,565
2017-09-15,12,780
2017-09-15,13,721
2017-09-15,14,747
2017-09-15,15,893
2017-09-15,16,1226
2017-09-15,17,1695
2017-09-15,18,1426
2017-09-15,19,932
2017-09-15,20,558
2017-09-15,21,414
2017-09-15,22,378
2017-09-15,23,337
2017-09-16,0,211
2017-09-16,1,155
2017-09-16,2,73
2017-09-16,3,39
2017-09-16,4,16
2017-09-16,5,28
2017-09-16,6,60
2017-09-16,7,185
2017-09-16,8,442
2017-09-16,9,723
2017-09-16,10,974
2017-09-16,11,1147
2017-09-16,12,1366
2017-09-16,13,1331
2017-09-16,14,1248
2017-09-16,15,1211
2017-09-16,16,1345
2017-09-16,17,1182
2017-09-16,18,1055
2017-09-16,19,847
2017-09-16,20,556
2017-09-16,21,432
2017-09-16,22,394
2017-09-16,23,277
2017-09-17,0,238
2017-09-17,1,141
2017-09-17,2,93
2017-09-17,3,55
2017-09-17,4,15
2017-09-17,5,33
2017-09-17,6,151
2017-09-17,7,182
2017-09-17,8,364
2017-09-17,9,633
2017-09-17,10,951
2017-09-17,11,1092
2017-09-17,12,1039
2017-09-17,13,1116
2017-09-17,14,1049
2017-09-17,15,1014
2017-09-17,16,1106
2017-09-17,17,1100
2017-09-17,18,912
2017-09-17,19,724
2017-09-17,20,439
2017-09-17,21,314
2017-09-17,22,252
2017-09-17,23,156
2017-09-18,0,71
2017-09-18,1,32
2017-09-18,2,13
2017-09-18,3,4
2017-09-18,4,17
2017-09-18,5,113
2017-09-18,6,355
2017-09-18,7,898
2017-09-18,8,1119
2017-09-18,9,547
2017-09-18,10,394
2017-09-18,11,460
2017-09-18,12,597
2017-09-18,13,590
2017-09-18,14,551
2017-09-18,15,619
2017-09-18,16,995
2017-09-18,17,1832
2017-09-18,18,1446
2017-09-18,19,971
2017-09-18,20,618
2017-09-18,21,398
2017-09-18,22,248
2017-09-18,23,146
2017-09-19,0,40
2017-09-19,1,9
2017-09-19,2,17
2017-09-19,3,6
2017-09-19,4,23
2017-09-19,5,117
2017-09-19,6,422
2017-09-19,7,1145
2017-09-19,8,1418
2017-09-19,9,588
2017-09-19,10,363
2017-09-19,11,455
2017-09-19,12,610
2017-09-19,13,552
2017-09-19,14,543
2017-09-19,15,728
2017-09-19,16,1066
2017-09-19,17,1961
2017-09-19,18,1543
2017-09-19,19,983
2017-09-19,20,583
2017-09-19,21,475
2017-09-19,22,265
2017-09-19,23,133
2017-09-20,0,66
2017-09-20,1,31
2017-09-20,2,18
2017-09-20,3,8
2017-09-20,4,11
2017-09-20,5,116
2017-09-20,6,431
2017-09-20,7,1110
2017-09-20,8,1397
2017-09-20,9,607
2017-09-20,10,375
2017-09-20,11,468
2017-09-20,12,607
2017-09-20,13,582
2017-09-20,14,528
2017-09-20,15,667
2017-09-20,16,1004
2017-09-20,17,1789
2017-09-20,18,1466
2017-09-20,19,958
2017-09-20,20,576
2017-09-20,21,394
2017-09-20,22,326
2017-09-20,23,185
2017-09-21,0,68
2017-09-21,1,28
2017-09-21,2,12
2017-09-21,3,9
2017-09-21,4,19
2017-09-21,5,109
2017-09-21,6,390
2017-09-21,7,1020
2017-09-21,8,1364
2017-09-21,9,585
2017-09-21,10,356
2017-09-21,11,462
2017-09-21,12,552
2017-09-21,13,533
2017-09-21,14,509
2017-09-21,15,683
2017-09-21,16,985
2017-09-21,17,1790
2017-09-21,18,1505
2017-09-21,19,877
2017-09-21,20,640
2017-09-21,21,460
2017-09-21,22,321
2017-09-21,23,204
2017-09-22,0,115
2017-09-22,1,70
2017-09-22,2,25
2017-09-22,3,23
2017-09-22,4,16
2017-09-22,5,93
2017-09-22,6,328
2017-09-22,7,883
2017-09-22,8,1224
2017-09-22,9,601
2017-09-22,10,477
2017-09-22,11,619
2017-09-22,12,787
2017-09-22,13,761
2017-09-22,14,708
2017-09-22,15,837
2017-09-22,16,1186
2017-09-22,17,1572
2017-09-22,18,1247
2017-09-22,19,835
2017-09-22,20,518
2017-09-22,21,441
2017-09-22,22,373
2017-09-22,23,301
2017-09-23,0,176
2017-09-23,1,129
2017-09-23,2,88
2017-09-23,3,46
2017-09-23,4,19
2017-09-23,5,32
2017-09-23,6,80
2017-09-23,7,173
2017-09-23,8,400
2017-09-23,9,682
2017-09-23,10,885
2017-09-23,11,1007
